zip,zip_type,primary_city,county,timezone,area_codes,latitude,longitude,world_region,country,decommissioned,estimated_population,City,CriteriaID,State,StateAbrv,DMARegion,DMARegionCode
25312,STANDARD,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,11193,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25313,STANDARD,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,10597,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25314,STANDARD,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,13109,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25315,STANDARD,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,2406,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25317,UNIQUE,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25320,STANDARD,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,4294,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25321,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25322,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25323,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25324,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25325,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25326,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25327,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25328,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25329,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25330,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25331,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25332,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25333,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25334,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25335,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25336,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25337,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25338,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25339,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25350,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25356,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25357,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25358,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25360,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,648,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25361,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25362,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,443,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25364,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25365,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25375,POBOX,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25387,STANDARD,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25389,STANDARD,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25392,UNIQUE,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25396,UNIQUE,Charleston,KanawhaCounty,America/New_York,304,38.35,-81.63,NA,US,0,0,Charleston,1028320,WestVirginia,WV,"Charleston-Huntington, WV",564
25401,STANDARD,Martinsburg,BerkeleyCounty,America/New_York,"304,540",39.46,-77.96,NA,US,0,10936,Martinsburg,1028377,WestVirginia,WV,"Washington, DC (Hagerstown, MD)",511
25402,POBOX,Martinsburg,BerkeleyCounty,America/New_York,304,39.46,-77.96,NA,US,0,1778,Martinsburg,1028377,WestVirginia,WV,"Washington, DC (Hagerstown, MD)",511
25403,STANDARD,Martinsburg,BerkeleyCounty,America/New_York,304,39.46,-77.96,NA,US,0,9792,Martinsburg,1028377,WestVirginia,WV,"Washington, DC (Hagerstown, MD)",511
25404,STANDARD,Martinsburg,BerkeleyCounty,America/New_York,304,39.46,-77.96,NA,US,0,14198,Martinsburg,1028377,WestVirginia,WV,"Washington, DC (Hagerstown, MD)",511
25405,STANDARD,Martinsburg,BerkeleyCounty,America/New_York,304,39.46,-77.96,NA,US,0,8929,Martinsburg,1028377,WestVirginia,WV,"Washington, DC (Hagerstown, MD)",511
25411,STANDARD,BerkeleySprings,MorganCounty,America/New_York,304,39.55,-78.21,NA,US,0,10129,BerkeleySprings,1028307,WestVirginia,WV,"Washington, DC (Hagerstown, MD)",511
25413,STANDARD,BunkerHill,BerkeleyCounty,America/New_York,304,39.32,-78.05,NA,US,0,6154,BunkerHill,1028315,WestVirginia,WV,"Washington, DC (Hagerstown, MD)",511
25414,STANDARD,CharlesTown,JeffersonCounty,America/New_York,304,39.28,-77.85,NA,US,0,13677,CharlesTown,1028319,WestVirginia,WV,"Washington, DC (Hagerstown, MD)",511
25419,STANDARD,FallingWaters,BerkeleyCounty,America/New_York,304,39.55,-77.89,NA,US,0,7866,FallingWaters,1028338,WestVirginia,WV,"Washington, DC (Hagerstown, MD)",511
25425,STANDARD,HarpersFerry,JeffersonCounty,America/New_York,304,39.32,-77.74,NA,US,0,10035,HarpersFerry,1028353,WestVirginia,WV,"Washington, DC (Hagerstown, MD)",511
25427,STANDARD,Hedgesville,BerkeleyCounty,America/New_York,304,39.55,-77.99,NA,US,0,11492,Hedgesville,1028355,WestVirginia,WV,"Washington, DC (Hagerstown, MD)",511
25428,STANDARD,Inwood,BerkeleyCounty,America/New_York,304,39.35,-78.05,NA,US,0,8680,Inwood,1028361,WestVirginia,WV,"Washington, DC (Hagerstown, MD)",511
25429,UNIQUE,Martinsburg,BerkeleyCounty,America/New_York,304,39.32,-77.94,NA,US,1,0,Martinsburg,1028377,WestVirginia,WV,"Washington, DC (Hagerstown, MD)",511
25432,STANDARD,Millville,JeffersonCounty,America/New_York,304,39.29,-77.78,NA,US,0,0,Millville,1028379,WestVirginia,WV,"Washington, DC (Hagerstown, MD)",511
25438,STANDARD,Ranson,JeffersonCounty,America/New_York,304,39.29,-77.86,NA,US,0,5046,Ranson,1028407,WestVirginia,WV,"Washington, DC (Hagerstown, MD)",511
25443,STANDARD,Shepherdstown,JeffersonCounty,America/New_York,304,39.43,-77.8,NA,US,0,5438,Shepherdstown,1028417,WestVirginia,WV,"Washington, DC (Hagerstown, MD)",511
25504,STANDARD,Barboursville,CabellCounty,America/New_York,304,38.4,-82.29,NA,US,0,9894,Barboursville,1028303,WestVirginia,WV,"Charleston-Huntington, WV",564
25507,POBOX,Ceredo,WayneCounty,America/New_York,304,38.39,-82.55,NA,US,0,1074,Ceredo,1028317,WestVirginia,WV,"Charleston-Huntington, WV",564
25508,STANDARD,Chapmanville,LoganCounty,America/New_York,304,37.97,-82.01,NA,US,0,6341,Chapmanville,1028318,WestVirginia,WV,"Charleston-Huntington, WV",564
25510,STANDARD,Culloden,CabellCounty,America/New_York,304,38.41,-82.06,NA,US,0,4003,Culloden,1028326,WestVirginia,WV,"Charleston-Huntington, WV",564
25523,STANDARD,Hamlin,LincolnCounty,America/New_York,304,38.27,-82.1,NA,US,0,2053,Hamlin,1028352,WestVirginia,WV,"Charleston-Huntington, WV",564
25526,STANDARD,Hurricane,PutnamCounty,America/New_York,304,38.43,-82.01,NA,US,0,18123,Hurricane,1028358,WestVirginia,WV,"Charleston-Huntington, WV",564
25530,STANDARD,Kenova,WayneCounty,America/New_York,304,38.4,-82.58,NA,US,0,4601,Kenova,1028363,WestVirginia,WV,"Charleston-Huntington, WV",564
25541,STANDARD,Milton,CabellCounty,America/New_York,304,38.43,-82.13,NA,US,0,7505,Milton,1028380,WestVirginia,WV,"Charleston-Huntington, WV",564
25545,STANDARD,Ona,CabellCounty,America/New_York,304,38.48,-82.22,NA,US,0,3898,Ona,1028395,WestVirginia,WV,"Charleston-Huntington, WV",564
25550,STANDARD,PointPleasant,MasonCounty,America/New_York,304,38.85,-82.13,NA,US,0,6736,PointPleasant,1028403,WestVirginia,WV,"Charleston-Huntington, WV",564
25560,STANDARD,ScottDepot,PutnamCounty,America/New_York,304,38.44,-81.89,NA,US,0,7601,ScottDepot,1028415,WestVirginia,WV,"Charleston-Huntington, WV",564
25569,POBOX,Teays,PutnamCounty,America/New_York,304,38.43,-81.89,NA,US,0,0,Teays,1028428,WestVirginia,WV,"Charleston-Huntington, WV",564
25570,STANDARD,Wayne,WayneCounty,America/New_York,304,38.22,-82.44,NA,US,0,4502,Wayne,1028437,WestVirginia,WV,"Charleston-Huntington, WV",564
25601,STANDARD,Logan,LoganCounty,America/New_York,304,37.84,-81.98,NA,US,0,3739,Logan,1028372,WestVirginia,WV,"Charleston-Huntington, WV",564
25608,STANDARD,Baisden,MingoCounty,America/New_York,304,37.58,-81.94,NA,US,0,521,Baisden,1028301,WestVirginia,WV,"Charleston-Huntington, WV",564
25661,STANDARD,Williamson,MingoCounty,America/New_York,304,37.67,-82.27,NA,US,0,3975,Williamson,1028446,WestVirginia,WV,"Charleston-Huntington, WV",564
25670,STANDARD,Delbarton,MingoCounty,America/New_York,304,37.7,-82.18,NA,US,0,3179,Delbarton,1028330,WestVirginia,WV,"Charleston-Huntington, WV",564
25674,STANDARD,Kermit,MingoCounty,America/New_York,304,37.83,-82.4,NA,US,0,1835,Kermit,1028364,WestVirginia,WV,"Charleston-Huntington, WV",564
25696,POBOX,Varney,MingoCounty,America/New_York,304,37.67,-82.06,NA,US,0,519,Varney,1028434,WestVirginia,WV,"Charleston-Huntington, WV",564
25701,STANDARD,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,15809,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25702,STANDARD,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,5103,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25703,STANDARD,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,2122,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25704,STANDARD,Huntington,WayneCounty,America/New_York,304,38.41,-82.43,NA,US,0,11496,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25705,STANDARD,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,15882,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25706,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25707,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25708,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25709,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25710,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25711,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25712,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25713,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25714,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25715,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25716,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25717,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25718,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25719,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25720,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25721,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25722,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25723,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25724,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25725,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25726,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25727,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25728,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25729,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25755,UNIQUE,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25770,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25771,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25772,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25773,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25774,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25775,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25776,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25777,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25778,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25779,POBOX,Huntington,CabellCounty,America/New_York,304,38.41,-82.43,NA,US,0,0,Huntington,1028357,WestVirginia,WV,"Charleston-Huntington, WV",564
25801,STANDARD,Beckley,RaleighCounty,America/New_York,304,37.78,-81.18,NA,US,0,21630,Beckley,1028305,WestVirginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
25802,POBOX,Beckley,RaleighCounty,America/New_York,304,37.78,-81.18,NA,US,0,1202,Beckley,1028305,WestVirginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
25812,STANDARD,Ansted,FayetteCounty,America/New_York,304,38.13,-81.1,NA,US,0,1318,Ansted,1028300,WestVirginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
25813,STANDARD,Beaver,RaleighCounty,America/New_York,304,37.74,-81.15,NA,US,0,4160,Beaver,1028304,WestVirginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
25832,STANDARD,Daniels,RaleighCounty,America/New_York,304,37.72,-81.12,NA,US,0,3336,Daniels,1028328,WestVirginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
25840,STANDARD,Fayetteville,FayetteCounty,America/New_York,304,38.05,-81.1,NA,US,0,6065,Fayetteville,1028340,WestVirginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
25871,POBOX,Mabscott,RaleighCounty,America/New_York,304,37.76,-81.21,NA,US,0,796,Mabscott,1028374,WestVirginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
25880,STANDARD,MountHope,FayetteCounty,America/New_York,304,37.89,-81.17,NA,US,0,3947,MountHope,1028386,WestVirginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
25901,STANDARD,OakHill,FayetteCounty,America/New_York,304,37.98,-81.14,NA,US,0,7952,OakHill,1028392,WestVirginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
25909,POBOX,Prosperity,RaleighCounty,America/New_York,304,37.83,-81.2,NA,US,0,603,Prosperity,1028405,WestVirginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
25918,STANDARD,ShadySpring,RaleighCounty,America/New_York,304,37.7,-81.09,NA,US,0,3144,ShadySpring,1028416,WestVirginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
25921,POBOX,Sophia,RaleighCounty,America/New_York,304,37.7,-81.25,NA,US,0,1743,Sophia,1028420,WestVirginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
25926,STANDARD,Beckley,RaleighCounty,America/New_York,304,37.79,-81.18,NA,US,1,0,Beckley,1028305,WestVirginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
25928,STANDARD,Stephenson,WyomingCounty,America/New_York,304,37.57,-81.33,NA,US,0,0,Stephenson,1028424,WestVirginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
25951,STANDARD,Hinton,SummersCounty,America/New_York,304,37.66,-80.88,NA,US,0,4005,Hinton,1028356,WestVirginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
25962,STANDARD,Rainelle,GreenbrierCounty,America/New_York,304,37.96,-80.77,NA,US,0,2574,Rainelle,1028406,WestVirginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
25984,STANDARD,Rupert,GreenbrierCounty,America/New_York,304,37.96,-80.68,NA,US,0,1341,Rupert,1028414,WestVirginia,WV,"Bluefield-Beckley-Oak Hill, WV",559
26003,STANDARD,Wheeling,OhioCounty,America/New_York,"304,740",40.07,-80.69,NA,US,0,34338,Wheeling,1028444,WestVirginia,WV,"Wheeling, WV-Steubenville, OH",554
26033,STANDARD,Cameron,MarshallCounty,America/New_York,304,39.82,-80.57,NA,US,0,2388,Cameron,9051681,WestVirginia,WV,"Wheeling, WV-Steubenville, OH",554
26034,STANDARD,Chester,HancockCounty,America/New_York,304,40.61,-80.56,NA,US,0,3931,Chester,1028321,WestVirginia,WV,"Wheeling, WV-Steubenville, OH",554
26035,STANDARD,Colliers,BrookeCounty,America/New_York,304,40.34,-80.55,NA,US,0,2181,Colliers,1028324,WestVirginia,WV,"Wheeling, WV-Steubenville, OH",554
26041,STANDARD,Moundsville,MarshallCounty,America/New_York,304,39.92,-80.74,NA,US,0,12774,Moundsville,1028384,WestVirginia,WV,"Wheeling, WV-Steubenville, OH",554
26047,STANDARD,NewCumberland,HancockCounty,America/New_York,304,40.49,-80.6,NA,US,0,5024,NewCumberland,1028388,WestVirginia,WV,"Wheeling, WV-Steubenville, OH",554
26050,STANDARD,Newell,HancockCounty,America/New_York,304,40.61,-80.6,NA,US,0,1261,Newell,1028390,WestVirginia,WV,"Wheeling, WV-Steubenville, OH",554
26059,STANDARD,Triadelphia,OhioCounty,America/New_York,304,40.05,-80.62,NA,US,0,2728,Triadelphia,1028430,WestVirginia,WV,"Wheeling, WV-Steubenville, OH",554
26060,STANDARD,ValleyGrove,OhioCounty,America/New_York,304,40.09,-80.57,NA,US,0,1549,ValleyGrove,1028433,WestVirginia,WV,"Wheeling, WV-Steubenville, OH",554
26062,STANDARD,Weirton,HancockCounty,America/New_York,304,40.4,-80.56,NA,US,0,18324,Weirton,1028439,WestVirginia,WV,"Wheeling, WV-Steubenville, OH",554
26070,STANDARD,Wellsburg,BrookeCounty,America/New_York,304,40.28,-80.6,NA,US,0,7221,Wellsburg,1028441,WestVirginia,WV,"Wheeling, WV-Steubenville, OH",554
26101,STANDARD,Parkersburg,WoodCounty,America/New_York,304,39.26,-81.54,NA,US,0,21506,Parkersburg,1028396,WestVirginia,WV,"Parkersburg, WV",597
26102,POBOX,Parkersburg,WoodCounty,America/New_York,304,39.26,-81.54,NA,US,0,534,Parkersburg,1028396,WestVirginia,WV,"Parkersburg, WV",597
26103,POBOX,Parkersburg,WoodCounty,America/New_York,304,39.26,-81.54,NA,US,0,0,Parkersburg,1028396,WestVirginia,WV,"Parkersburg, WV",597
26104,STANDARD,Parkersburg,WoodCounty,America/New_York,304,39.26,-81.54,NA,US,0,13319,Parkersburg,1028396,WestVirginia,WV,"Parkersburg, WV",597
26105,STANDARD,Vienna,WoodCounty,America/New_York,304,39.32,-81.53,NA,US,0,10329,Vienna,1028435,WestVirginia,WV,"Parkersburg, WV",597
26106,UNIQUE,Parkersburg,WoodCounty,America/New_York,304,39.26,-81.54,NA,US,0,0,Parkersburg,1028396,WestVirginia,WV,"Parkersburg, WV",597
26138,STANDARD,Brohard,RitchieCounty,America/New_York,304,39.02,-81.19,NA,US,0,0,Brohard,1028312,WestVirginia,WV,"Clarksburg-Weston, WV",598
26143,STANDARD,Elizabeth,WirtCounty,America/New_York,304,39.06,-81.39,NA,US,0,3442,Elizabeth,1028333,WestVirginia,WV,"Charleston-Huntington, WV",564
26147,STANDARD,Grantsville,CalhounCounty,America/New_York,304,38.92,-81.09,NA,US,0,1513,Grantsville,1028348,WestVirginia,WV,"Charleston-Huntington, WV",564
26149,STANDARD,Middlebourne,TylerCounty,America/New_York,304,39.49,-80.9,NA,US,0,1992,Middlebourne,1028378,WestVirginia,WV,"Wheeling, WV-Steubenville, OH",554
26155,STANDARD,NewMartinsville,WetzelCounty,America/New_York,304,39.66,-80.85,NA,US,0,7052,NewMartinsville,1028389,WestVirginia,WV,"Wheeling, WV-Steubenville, OH",554
26164,STANDARD,Ravenswood,JacksonCounty,America/New_York,304,38.95,-81.76,NA,US,0,6261,Ravenswood,1028408,WestVirginia,WV,"Charleston-Huntington, WV",564
26181,STANDARD,Washington,WoodCounty,America/New_York,304,39.24,-81.67,NA,US,0,5489,Washington,1028436,WestVirginia,WV,"Parkersburg, WV",597
26187,STANDARD,Williamstown,WoodCounty,America/New_York,304,39.4,-81.45,NA,US,0,5122,Williamstown,1028447,WestVirginia,WV,"Parkersburg, WV",597
26201,STANDARD,Buckhannon,UpshurCounty,America/New_York,304,38.98,-80.22,NA,US,0,14223,Buckhannon,1028314,WestVirginia,WV,"Clarksburg-Weston, WV",598
26203,STANDARD,Erbacon,WebsterCounty,America/New_York,304,38.54,-80.56,NA,US,0,0,Erbacon,1028336,WestVirginia,WV,"Clarksburg-Weston, WV",598
26205,STANDARD,Craigsville,NicholasCounty,America/New_York,304,38.32,-80.64,NA,US,0,2714,Craigsville,1028325,WestVirginia,WV,"Charleston-Huntington, WV",564
26209,POBOX,Snowshoe,PocahontasCounty,America/New_York,304,38.4,-79.99,NA,US,0,0,Snowshoe,1028419,WestVirginia,WV,"Roanoke-Lynchburg, VA",573
26241,STANDARD,Elkins,RandolphCounty,America/New_York,304,38.92,-79.85,NA,US,0,11523,Elkins,1028334,WestVirginia,WV,"Clarksburg-Weston, WV",598
26253,STANDARD,Beverly,RandolphCounty,America/New_York,304,38.84,-79.87,NA,US,0,2512,Beverly,1028308,WestVirginia,WV,"Clarksburg-Weston, WV",598
